r2_thresh,P_thresh,Protein,N_ins,beta,SE,LCI,UCI,P_value,Method
0.4,5e-08,CTSD,64,-0.00113372794895407,0.00155674017684704,-0.00418488262886077,0.00191742673095264,0.46644801613756,EggerInt
0.6,1,CTSD,365,-0.165401583013531,0.00695025083476361,-0.179023824333187,-0.151779341693875,3.50872234856187e-125,IVW
0.6,1,CTSD,365,-0.0090027957024923,0.00833057615005778,-0.0253304249270739,0.00732483352208929,0.279833678082378,PCA_0.90
0.6,1,CTSD,365,-0.012768283847957,0.00592700902232641,-0.0243850080677607,-0.00115155962815324,0.0312202455391546,PCA_0.99
0.6,1,CTSD,365,-0.248763660371932,0.00385413375318899,-0.256317623719782,-0.241209697024081,0,MR_Egger
0.6,1,CTSD,365,0.00898023690192722,0.000283982861234718,0.00842364072168054,0.0095368330821739,0,EggerInt
0.6,0.01,CTSD,193,-0.032501003433145,0.00669026551644582,-0.045613682892389,-0.0193883239739009,1.18604837258277e-06,IVW
0.6,0.01,CTSD,193,-0.00862615984378322,0.00825560420542513,-0.0248068467570339,0.00755452706946744,0.296075964043023,PCA_0.90
0.6,0.01,CTSD,193,-0.0146877115300261,0.00577167418967367,-0.0259999850722859,-0.00337543798776636,0.0109342782142234,PCA_0.99
0.6,0.01,CTSD,193,-0.0742204561872737,0.00678634947259633,-0.0875214567400649,-0.0609194556344825,0,MR_Egger
0.6,0.01,CTSD,193,0.00562273897694689,0.000819919102638917,0.00401572706553822,0.00722975088835557,6.99906799184191e-12,EggerInt
0.6,0.001,CTSD,162,-0.0714493162844373,0.00535302070210777,-0.0819410440690658,-0.0609575884998087,1.22530343548321e-40,IVW
0.6,0.001,CTSD,162,-0.00899416599703966,0.00830668007009396,-0.0252749597655205,0.00728662777144115,0.278913623655383,PCA_0.90
0.6,0.001,CTSD,162,-0.0184339007577069,0.00578982968714365,-0.0297817584211293,-0.00708604309428458,0.00145334505517023,PCA_0.99
0.6,0.001,CTSD,162,-0.131017419849509,0.00476843677443018,-0.140363384189949,-0.12167145550907,0,MR_Egger
0.6,0.001,CTSD,162,0.0103636138199158,0.000731922847654495,0.00892907139905101,0.0117981562407806,0,EggerInt
0.6,1e-04,CTSD,142,-0.0715745003520661,0.00550519344303285,-0.0823644812283365,-0.0607845194757956,1.20329981942248e-38,IVW
0.6,1e-04,CTSD,142,-0.00875820636353353,0.00837317150085411,-0.0251693209415848,0.00765290821451771,0.295568257226806,PCA_0.90
0.6,1e-04,CTSD,142,-0.0179073611195698,0.00573736217221205,-0.029152384343368,-0.00666233789577174,0.00180125651354463,PCA_0.99
0.6,1e-04,CTSD,142,-0.137272017670099,0.00485716815697962,-0.146791892324634,-0.127752143015565,0,MR_Egger
0.6,1e-04,CTSD,142,0.0111831045730066,0.000728978828460336,0.00975433232373214,0.0126118768222811,0,EggerInt
0.6,1e-05,CTSD,124,-0.180743967316928,,,,,IVW
0.6,1e-05,CTSD,124,-0.00951487475400213,0.00838245618834212,-0.0259441869851376,0.00691443747713331,0.256335983758204,PCA_0.90
0.6,1e-05,CTSD,124,-0.0161429952291773,0.00542927036195279,-0.0267841696009355,-0.00550182085741906,0.00294590585510006,PCA_0.99
0.6,1e-05,CTSD,124,-2.22043003988908,,,,,MR_Egger
0.6,1e-05,CTSD,124,0.192195929843383,,,,,EggerInt
0.6,5e-08,CTSD,102,-0.0214315251557203,0.00904814740964483,-0.0391655682054335,-0.00369748210600701,0.0178551088472792,IVW
0.6,5e-08,CTSD,102,-0.00134100780439273,0.00974887287592557,-0.0204484475310663,0.0177664319222808,0.890591992753227,PCA_0.90
0.6,5e-08,CTSD,102,-0.0165026001523459,0.00636919838780123,-0.0289859996028268,-0.00401920070186488,0.00956971802382257,PCA_0.99
0.6,5e-08,CTSD,102,-0.0849153456016296,0.00838660920048214,-0.101352797586987,-0.0684778936162723,0,MR_Egger
0.6,5e-08,CTSD,102,0.00979542804764962,0.00114709181471758,0.00754716940384247,0.0120436866914568,0,EggerInt
0.05,1,CTSL1,67,-0.0934639275228565,0.0381833039241028,-0.168301828024845,-0.0186260270208682,0.0143743572721607,IVW
0.05,1,CTSL1,67,-0.0953106425771831,0.0672090290887894,-0.227037919027115,0.0364166338727489,0.156154976281187,PCA_0.90
0.05,1,CTSL1,67,-0.102611315061741,0.0464622368388375,-0.193675625907033,-0.0115470042164496,0.0272102396136304,PCA_0.99
0.05,1,CTSL1,67,-0.196423148871611,0.0575023398705133,-0.309125664044599,-0.0837206336986237,0.000635679090567054,MR_Egger
0.05,1,CTSL1,67,0.00696225656187695,0.00305219409516679,0.00098006606152422,0.0129444470622297,0.0225445342015387,EggerInt
0.05,0.01,CTSL1,12,-0.101378493639431,0.0488242387084436,-0.197072243080567,-0.00568474419829543,0.0378572657983975,IVW
0.05,0.01,CTSL1,12,-0.153341661359563,0.0787182851030991,-0.307626665086393,0.000943342367266592,0.0514173314516129,PCA_0.90
0.05,0.01,CTSL1,12,-0.119780457422048,0.0474164460006165,-0.212714983858144,-0.0268459309859509,0.0115324369239989,PCA_0.99
0.05,0.01,CTSL1,12,-0.148304719523379,0.0912361868074727,-0.327124359752794,0.0305149207060363,0.104055368751006,MR_Egger
0.05,0.01,CTSL1,12,0.00405750119402653,0.00679268116192765,-0.00925590924181533,0.0173709116298684,0.550284233384868,EggerInt
0.05,0.001,CTSL1,6,-0.128451392885181,0.051556484516369,-0.229500245706761,-0.0274025400636008,0.0127215998865389,IVW
0.05,0.001,CTSL1,6,-0.106030548007474,0.0714880187762712,-0.246144490135088,0.0340833941201412,0.138023069992183,PCA_0.90
0.05,0.001,CTSL1,6,-0.141062213307024,0.0488735370083451,-0.236852585640466,-0.0452718409735825,0.00389837827245532,PCA_0.99
0.05,0.001,CTSL1,6,-0.196278677776984,0.151504676985802,-0.493222388158531,0.100665032604563,0.195137860597341,MR_Egger
0.05,0.001,CTSL1,6,0.00704891806077411,0.014784907746157,-0.0219289686364409,0.0360268047579892,0.633529879857452,EggerInt
0.05,1e-04,CTSL1,4,-0.118331751704575,0.0603816756475738,-0.236677661299999,1.41578908484513e-05,0.0500274139153904,IVW
0.05,1e-04,CTSL1,4,-0.129578523678748,0.0632345902256252,-0.253516043098122,-0.00564100425937432,0.0404453423481389,PCA_0.90
0.05,1e-04,CTSL1,4,-0.141737028136676,0.0607770394254507,-0.260857836497531,-0.0226162197758222,0.0196963877560466,PCA_0.99
0.05,1e-04,CTSL1,4,-0.204297369106077,0.169594648768996,-0.536696772664029,0.128102034451874,0.228349432584234,MR_Egger
0.05,1e-04,CTSL1,4,0.00852796384231884,0.0156239461207128,-0.0220944078506724,0.0391503355353101,0.585185204849841,EggerInt
0.05,1e-05,CTSL1,2,-0.113116931683235,0.0636990342333276,-0.237964744630541,0.0117308812640706,0.0757654044825962,IVW
0.05,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.90
0.05,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.99
0.05,1e-05,CTSL1,2,,,,,,MR_Egger
0.05,1e-05,CTSL1,2,,,,,,EggerInt
0.05,5e-08,CTSL1,1,-0.11704834605598,0.066958586948283,-0.248284764930308,0.0141880728183487,0.0804517803876856,Wald_1Ins
0.1,1,CTSL1,79,-0.124864607223387,0.0337993590721596,-0.191110133705357,-0.0586190807414169,0.000220502730311541,IVW
0.1,1,CTSL1,79,-0.121672092514439,0.0603737477284478,-0.240002463673904,-0.00334172135497463,0.0438717008636473,PCA_0.90
0.1,1,CTSL1,79,-0.0841186856515914,0.0387741505052187,-0.160114624172956,-0.00812274713022715,0.030048331390858,PCA_0.99
0.1,1,CTSL1,79,-0.17817589813174,0.055389123932168,-0.286736586174015,-0.0696152100894652,0.00129627589205739,MR_Egger
0.1,1,CTSL1,79,0.00342426328587725,0.00295775383624578,-0.00237282770829966,0.00922135428005415,0.246976592256283,EggerInt
0.1,0.01,CTSL1,15,-0.111853172122232,0.0370254137469351,-0.184421649578919,-0.0392846946655454,0.00251954907177426,IVW
0.1,0.01,CTSL1,15,-0.0994321930703005,0.0667586665485818,-0.23027677516144,0.0314123890208388,0.136374834457594,PCA_0.90
0.1,0.01,CTSL1,15,-0.106673440944654,0.0415948185109714,-0.188197787169638,-0.02514909471967,0.0103299322102044,PCA_0.99
0.1,0.01,CTSL1,15,-0.135934057572189,0.07783003937353,-0.288478131659643,0.0166100165152639,0.0807154216261745,MR_Egger
0.1,0.01,CTSL1,15,0.00200040298202244,0.00553457969096806,-0.00884717388184177,0.0128479798458867,0.717772643909233,EggerInt
0.1,0.001,CTSL1,8,-0.112613545112677,0.0433354108021639,-0.197549389540166,-0.0276777006851879,0.00935912717899007,IVW
0.1,0.001,CTSL1,8,-0.0997384926157805,0.0611726307562894,-0.219634645737675,0.0201576605061139,0.103007885590223,PCA_0.90
0.1,0.001,CTSL1,8,-0.135979115927298,0.0452368978461884,-0.224641806478145,-0.0473164253764515,0.00264766716469158,PCA_0.99
0.1,0.001,CTSL1,8,-0.195437900949743,0.111784176117657,-0.414530860181832,0.0236550582823471,0.0804033834898703,MR_Egger
0.1,0.001,CTSL1,8,0.00842040968870458,0.00983690900543852,-0.0108595776811526,0.0277003970585618,0.391996903376328,EggerInt
0.1,1e-04,CTSL1,4,-0.109402500007525,0.0499845719502187,-0.207370460812605,-0.0114345392024456,0.0286168079299217,IVW
0.1,1e-04,CTSL1,4,-0.120260379900464,0.0545846022053933,-0.22724423433348,-0.0132765254674475,0.0275811918289255,PCA_0.90
0.1,1e-04,CTSL1,4,-0.120101899534333,0.0526623475493546,-0.223318204072399,-0.0168855949962671,0.0225719589284246,PCA_0.99
0.1,1e-04,CTSL1,4,-0.195604404572985,0.472541548673457,-1.12176882117174,0.730560012025771,0.678917187112543,MR_Egger
0.1,1e-04,CTSL1,4,0.00909846614083741,0.0464501069329631,-0.0819420705258044,0.100139002807479,0.844707138427486,EggerInt
0.1,1e-05,CTSL1,2,-0.113116931683235,0.0636990342333276,-0.237964744630541,0.0117308812640706,0.0757654044825962,IVW
0.1,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.90
0.1,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.99
0.1,1e-05,CTSL1,2,,,,,,MR_Egger
0.1,1e-05,CTSL1,2,,,,,,EggerInt
0.1,5e-08,CTSL1,1,-0.11704834605598,0.066958586948283,-0.248284764930308,0.0141880728183487,0.0804517803876856,Wald_1Ins
0.2,1,CTSL1,116,-0.129203448022641,0.0342630115394818,-0.196357716641905,-0.062049179403376,0.00016263972505214,IVW
0.2,1,CTSL1,116,-0.138878300528771,0.0595738174055153,-0.255640837065146,-0.0221157639923954,0.0197429777060957,PCA_0.90
0.2,1,CTSL1,116,-0.131067353378387,0.0358508607471192,-0.201333749257501,-0.0608009574992725,0.000256275912268851,PCA_0.99
0.2,1,CTSL1,116,-0.201982825429398,0.0438800823433474,-0.287986206461011,-0.115979444397785,4.16320312068841e-06,MR_Egger
0.2,1,CTSL1,116,0.00343993826809001,0.00162113591942538,0.000262570251972049,0.00661730628420798,0.0338435480187567,EggerInt
0.2,0.01,CTSL1,19,-0.11455695898554,0.0499439419247844,-0.212445286404077,-0.0166686315670024,0.0218071159853303,IVW
0.2,0.01,CTSL1,19,-0.150642195427533,0.0600504065166124,-0.268338829457082,-0.032945561397983,0.0121212107487539,PCA_0.90
0.2,0.01,CTSL1,19,-0.131745378015072,0.0399096520666202,-0.209966858701172,-0.0535238973289716,0.000963097708525519,PCA_0.99
0.2,0.01,CTSL1,19,-0.109566860371231,0.0707827186272123,-0.2482984396084,0.029164718865937,0.121638583645696,MR_Egger
0.2,0.01,CTSL1,19,-0.000407941507568343,0.00455474896891229,-0.00933508544525738,0.0085192024301207,0.928633698303995,EggerInt
0.2,0.001,CTSL1,8,-0.119448738755664,0.0435229230474756,-0.204752100430625,-0.034145377080704,0.00606028301302628,IVW
0.2,0.001,CTSL1,8,-0.106811948946279,0.0598711459471538,-0.224157238715842,0.0105333408232833,0.0744187133056889,PCA_0.90
0.2,0.001,CTSL1,8,-0.138813405221294,0.0464148999887219,-0.229784937545217,-0.0478418728973702,0.00278331649116188,PCA_0.99
0.2,0.001,CTSL1,8,-0.210560676752313,0.10407360671112,-0.414541197647294,-0.00658015585733143,0.0430535658560134,MR_Egger
0.2,0.001,CTSL1,8,0.00951879871052658,0.00912233844270961,-0.00836065609196946,0.0273982535130226,0.29673512280691,EggerInt
0.2,1e-04,CTSL1,5,-0.110036405367853,0.0499819349816814,-0.207999197809571,-0.0120736129261347,0.0276989836105277,IVW
0.2,1e-04,CTSL1,5,-0.133534084078811,0.0549522071725045,-0.241238431007904,-0.0258297371497185,0.0150986555606173,PCA_0.90
0.2,1e-04,CTSL1,5,-0.134239786171266,0.0529742786263735,-0.238067464385948,-0.0304121079565838,0.0112750726214034,PCA_0.99
0.2,1e-04,CTSL1,5,-0.240810772851081,0.274154734293322,-0.778144178257139,0.296522632554978,0.379740032851946,MR_Egger
0.2,1e-04,CTSL1,5,0.0138441462535411,0.0260843271374172,-0.0372801954967575,0.0649684880038397,0.595594965246984,EggerInt
0.2,1e-05,CTSL1,2,-0.113116931683235,0.0636990342333276,-0.237964744630541,0.0117308812640706,0.0757654044825962,IVW
0.2,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.90
0.2,1e-05,CTSL1,2,-0.112134196976333,0.0638554405050561,-0.237288560583183,0.0130201666305171,0.0790775969934457,PCA_0.99
0.2,1e-05,CTSL1,2,,,,,,MR_Egger
0.2,1e-05,CTSL1,2,,,,,,EggerInt
0.2,5e-08,CTSL1,1,-0.11704834605598,0.066958586948283,-0.248284764930308,0.0141880728183487,0.0804517803876856,Wald_1Ins
0.4,1,CTSL1,176,-0.461170794690436,,,,,IVW
0.4,1,CTSL1,176,-0.209395454845988,0.0920117411561679,-0.389735153666899,-0.0290557560250773,0.0228611494234306,PCA_0.90
0.4,1,CTSL1,176,-0.129801470110523,0.0310781630097643,-0.190713550315326,-0.0688893899057203,2.95881349968688e-05,PCA_0.99
0.4,1,CTSL1,176,0.0703769120189802,,,,,MR_Egger
0.4,1,CTSL1,176,-0.0220077830650629,,,,,EggerInt
0.4,0.01,CTSL1,29,-0.135030954401893,0.0321447103056913,-0.198033428894521,-0.0720284799092644,2.66066497768757e-05,IVW
0.4,0.01,CTSL1,29,-0.0524782035555101,0.137374553392806,-0.321727380597684,0.216770973486664,0.702455294839554,PCA_0.90
0.4,0.01,CTSL1,29,-0.0773700522530521,0.0277044977036842,-0.131669869962046,-0.0230702345440585,0.00522718846026898,PCA_0.99
0.4,0.01,CTSL1,29,-0.057950632562259,0.0582908937534397,-0.172198684945652,0.0562974198211337,0.320143662135636,MR_Egger
0.4,0.01,CTSL1,29,-0.00600702270997095,0.00411215210302504,-0.0140666927308507,0.00205264731090877,0.144070942134898,EggerInt
0.4,0.001,CTSL1,16,-0.124327603284304,0.0268612586026331,-0.176974702724881,-0.0716805038437261,3.68306132950714e-06,IVW
0.4,0.001,CTSL1,16,-0.0490119557181091,0.14756982684064,-0.338243501530575,0.240219590094357,0.739793200251835,PCA_0.90
0.4,0.001,CTSL1,16,-0.0948531419922356,0.030952896432327,-0.155519704216795,-0.0341865797676763,0.00218081492167617,PCA_0.99
0.4,0.001,CTSL1,16,-0.0953142067879886,0.057953544854372,-0.208901067478984,0.0182726539030071,0.100038772158358,MR_Egger
0.4,0.001,CTSL1,16,-0.00270069741517916,0.00486417952134783,-0.0122343140913582,0.00683291926099988,0.578743113412532,EggerInt
0.4,1e-04,CTSL1,10,-0.134708886557381,0.0233635668175643,-0.180500636070202,-0.08891713704456,8.12872161266807e-09,IVW
0.4,1e-04,CTSL1,10,-0.111151696630314,0.148042410836331,-0.401309490054004,0.179006096793377,0.452767115418594,PCA_0.90
0.4,1e-04,CTSL1,10,-0.11947833755391,0.0433614040610985,-0.204465127832752,-0.034491547275068,0.00586190786218784,PCA_0.99
0.4,1e-04,CTSL1,10,-0.182223936052756,0.0927726902413773,-0.364055067674746,-0.000392804430765503,0.0495071303907657,MR_Egger
0.4,1e-04,CTSL1,10,0.00429455393412348,0.00795370672786799,-0.0112944247960917,0.0198835326643387,0.589235851311706,EggerInt
0.4,1e-05,CTSL1,6,-0.117174430764532,0.0269961092286279,-0.170085832575352,-0.0642630289537115,1.42211156170674e-05,IVW
0.4,1e-05,CTSL1,6,-0.0960826143796986,0.177563440972226,-0.444100563656266,0.251935334896869,0.588426872006282,PCA_0.90
0.4,1e-05,CTSL1,6,-0.130574310239588,0.08303877753489,-0.293327323528206,0.0321787030490302,0.115846269514706,PCA_0.99
0.4,1e-05,CTSL1,6,-0.0658995439914036,0.21212860032697,-0.481663960723157,0.349864872740349,0.756060280906856,MR_Egger
0.4,1e-05,CTSL1,6,-0.00454718263701886,0.0184869958282563,-0.0407810286427434,0.0316866633687057,0.805708124148137,EggerInt
0.4,5e-08,CTSL1,4,-0.11569644209804,0.0279668295154014,-0.170510420709999,-0.0608824634860817,3.52003930517019e-05,IVW
0.4,5e-08,CTSL1,4,-0.0912096813601328,0.199089882036718,-0.481418679838428,0.298999317118163,0.646856760219061,PCA_0.90
0.4,5e-08,CTSL1,4,-0.112373695838965,0.0787990703021835,-0.266817035646484,0.0420696439685545,0.153845552699806,PCA_0.99
0.4,5e-08,CTSL1,4,-0.0796993584169186,0.192894985770638,-0.457766583325735,0.298367866491898,0.679478506962723,MR_Egger
0.4,5e-08,CTSL1,4,-0.00326137523497668,0.0172796490594397,-0.0371288650569699,0.0306061145870166,0.850295952161648,EggerInt
0.6,1,CTSL1,239,-0.126152999538225,0.019836588158851,-0.165031997905727,-0.0872740011707237,2.0226430841778e-10,IVW
0.6,1,CTSL1,239,-0.181316867738231,0.0989701266293709,-0.375294751477166,0.0126610160007046,0.0669460078777706,PCA_0.90
0.6,1,CTSL1,239,-0.0966249238543096,0.0352828524286267,-0.16577804388626,-0.0274718038223597,0.00617050934877989,PCA_0.99
0.6,1,CTSL1,239,0.0749436932165238,0.0144188422794104,0.046683281650116,0.103204104782932,2.01853958659015e-07,MR_Egger
0.6,1,CTSL1,239,-0.00927737684972855,0.000500956273047582,-0.0102592331027312,-0.00829552059672588,0,EggerInt
0.6,0.01,CTSL1,36,-0.175671127028166,0.016088860541523,-0.207204714241839,-0.144137539814494,9.37210060640615e-28,IVW
0.6,0.01,CTSL1,36,-0.0981718336397801,0.113334008414243,-0.320302408355256,0.123958741075696,0.386371226262667,PCA_0.90
0.6,0.01,CTSL1,36,-0.13594946295937,0.0254277528765439,-0.185786942805181,-0.0861119831135589,8.96716276224023e-08,PCA_0.99
0.6,0.01,CTSL1,36,-0.227407719896513,0.0254919519162399,-0.27737102754797,-0.177444412245056,0,MR_Egger
0.6,0.01,CTSL1,36,0.00602539900560675,0.00267905581156678,0.000774546102363132,0.0112762519088504,0.0245076878532244,EggerInt
0.6,0.001,CTSL1,19,-0.170252545416918,0.0105544805044291,-0.190938947081129,-0.149566143752706,1.54920834460299e-58,IVW
0.6,0.001,CTSL1,19,0.0728502089888489,0.116413640914325,-0.155316334512406,0.301016752490104,0.531454288548756,PCA_0.90
0.6,0.001,CTSL1,19,-0.185604602566935,0.0288876894044539,-0.242223433396244,-0.128985771737626,1.31833566782021e-10,PCA_0.99
0.6,0.001,CTSL1,19,-0.191674205270943,0.0339514735372062,-0.258217870625932,-0.125130539915954,1.64669122781902e-08,MR_Egger
0.6,0.001,CTSL1,19,0.0026442080144705,0.00403091032788327,-0.00525623105309125,0.0105446470820323,0.511835163785072,EggerInt
0.6,1e-04,CTSL1,12,-0.184317333292197,0.0106839932115241,-0.205257575197855,-0.16337709138654,1.08604155823682e-66,IVW
0.6,1e-04,CTSL1,12,0.0090537810673624,0.092680351867772,-0.17259637066797,0.190703932802695,0.922179848776827,PCA_0.90
0.6,1e-04,CTSL1,12,-0.189378812551622,0.0237088447940553,-0.23584729446302,-0.142910330640224,1.37494885153846e-15,PCA_0.99
0.6,1e-04,CTSL1,12,-0.257191918098087,0.0458497426234321,-0.347055762340445,-0.16732807385573,2.02968597484698e-08,MR_Egger
0.6,1e-04,CTSL1,12,0.00865782564642219,0.0053263866816584,-0.00178170041736209,0.0190973517102065,0.104064694143264,EggerInt
0.6,1e-05,CTSL1,8,-0.131182597024664,0.0197319336890219,-0.16985647640048,-0.092508717648849,2.96621824232228e-11,IVW
0.6,1e-05,CTSL1,8,0.0243452733793772,0.0995632942652377,-0.170795197562652,0.219485744321406,0.806827673502607,PCA_0.90
0.6,1e-05,CTSL1,8,-0.134674598747384,0.0232508763858178,-0.180245479072579,-0.0891037184221879,6.94548187271944e-09,PCA_0.99
0.6,1e-05,CTSL1,8,-0.0245252441020655,0.157600936112011,-0.333417402811404,0.284366914607273,0.87633562824643,MR_Egger
0.6,1e-05,CTSL1,8,-0.0107296464130572,0.0156020255134907,-0.041309054505374,0.0198497616792596,0.491636331887168,EggerInt
0.6,5e-08,CTSL1,6,-0.131685605400474,0.0201388786514963,-0.17115708224643,-0.092214128554519,6.19833993532377e-11,IVW
0.6,5e-08,CTSL1,6,0.0500743971036985,0.10482934348771,-0.155387340655192,0.255536134862589,0.632881265940146,PCA_0.90
0.6,5e-08,CTSL1,6,-0.130103208729918,0.0225277602069807,-0.174256807387955,-0.0859496100718813,7.68437400485309e-09,PCA_0.99
0.6,5e-08,CTSL1,6,-0.00378942651063238,0.153068184857688,-0.30379755601062,0.296218702989355,0.980249219691488,MR_Egger
0.6,5e-08,CTSL1,6,-0.0126935133185477,0.0150080214836361,-0.0421086949056779,0.0167216682685825,0.397674409899431,EggerInt
0.05,1,CX3CL1,48,-0.0122498759162718,0.0225182213605609,-0.0563847787788717,0.0318850269463281,0.586442588383315,IVW
0.05,1,CX3CL1,48,0.0204455678154577,0.0375836195854128,-0.0532169729806056,0.0941081086115209,0.586440030763225,PCA_0.90
0.05,1,CX3CL1,48,-0.00838669455726703,0.0250202042139786,-0.0574253937025024,0.0406520045879683,0.737476570376266,PCA_0.99
0.05,1,CX3CL1,48,-0.0211711049727966,0.0294405485109352,-0.0788735197393339,0.0365313097937406,0.472070799753027,MR_Egger
0.05,1,CX3CL1,48,0.00135219444570986,0.00312394013827936,-0.00477061571517676,0.00747500460659649,0.665124454030227,EggerInt
0.05,0.01,CX3CL1,24,0.000825776827225868,0.0221136232986209,-0.0425161284057569,0.0441676820602086,0.970211960501743,IVW
0.05,0.01,CX3CL1,24,0.0233952551132513,0.0365449063432641,-0.0482314451379357,0.0950219553644383,0.522056704863037,PCA_0.90
0.05,0.01,CX3CL1,24,0.00322661116365558,0.0241078419285044,-0.0440238907611976,0.0504771130885087,0.893528519002858,PCA_0.99
0.05,0.01,CX3CL1,24,0.0255790672660649,0.0455425864406045,-0.0636827619203222,0.114840896452452,0.574353405740837,MR_Egger
0.05,0.01,CX3CL1,24,-0.00423434554351205,0.00674378178142512,-0.0174519149547026,0.00898322386767854,0.530076740564344,EggerInt
0.05,0.001,CX3CL1,20,0.00377904680846324,0.0229428441644028,-0.0411881014566812,0.0487461950736077,0.869167753064988,IVW
0.05,0.001,CX3CL1,20,0.00646293482318382,0.0366167674866729,-0.0653046106809724,0.07823048032734,0.859899531917527,PCA_0.90
0.05,0.001,CX3CL1,20,-0.00239958121230458,0.0247227364251697,-0.0508552542049138,0.0460560917803046,0.92267898985208,PCA_0.99
0.05,0.001,CX3CL1,20,0.0297421803102322,0.0448892887134075,-0.0582392088596668,0.117723569480131,0.507607640529432,MR_Egger
0.05,0.001,CX3CL1,20,-0.0044829716197445,0.00665825279527584,-0.0175329072984483,0.00856696405895929,0.500759317469899,EggerInt
0.05,1e-04,CX3CL1,15,-0.00260715083623835,0.0235367080781743,-0.048738250984093,0.0435239493116163,0.911799083071418,IVW
0.05,1e-04,CX3CL1,15,0.00576129376462227,0.0369961398641675,-0.0667498079361526,0.0782723954653971,0.876248301410533,PCA_0.90
0.05,1e-04,CX3CL1,15,0.00258994070198586,0.0251410332578891,-0.0466855790176005,0.0518654604215722,0.917949892902008,PCA_0.99
0.05,1e-04,CX3CL1,15,0.0430582565278814,0.0508323633995548,-0.056571344984298,0.142687858040061,0.396959543328972,MR_Egger
0.05,1e-04,CX3CL1,15,-0.00790995270641071,0.00762343159651863,-0.0228516040741919,0.00703169866137048,0.299463644384129,EggerInt
0.05,1e-05,CX3CL1,11,0.0175508301917625,0.0255930385553876,-0.0326106036317422,0.0677122640152673,0.492860814986692,IVW
0.05,1e-05,CX3CL1,11,-0.00366540269244099,0.0359280160667705,-0.0740830202192876,0.0667522148344056,0.91874021490026,PCA_0.90
0.05,1e-05,CX3CL1,11,0.00975485662539311,0.0275115268230126,-0.0441667451074193,0.0636764583582055,0.722909178916769,PCA_0.99
0.05,1e-05,CX3CL1,11,0.0523167894084557,0.0795026740265791,-0.103505588358267,0.208139167175179,0.510505560363786,MR_Egger
0.05,1e-05,CX3CL1,11,-0.00658327402175857,0.0139159196482251,-0.0338579753440331,0.0206914273005159,0.636159654937782,EggerInt
0.05,5e-08,CX3CL1,9,0.0197340631114259,0.0272469477542066,-0.0336689731754636,0.0731370993983154,0.468901877427203,IVW
0.05,5e-08,CX3CL1,9,0.00338517383300065,0.0368749775544298,-0.0688884541044045,0.0756588017704058,0.926855847482527,PCA_0.90
0.05,5e-08,CX3CL1,9,0.0179640540206445,0.0277825253699666,-0.0364886951040604,0.0724168031453494,0.517893814583961,PCA_0.99
0.05,5e-08,CX3CL1,9,0.0535862007369224,0.0778021671792334,-0.0989032448535393,0.206075646327384,0.490980944406835,MR_Egger
0.05,5e-08,CX3CL1,9,-0.0063677784969953,0.0134160197742414,-0.0326626940703856,0.019927137076395,0.635043650501292,EggerInt
0.1,1,CX3CL1,58,-0.0237742880972873,0.0176225096738034,-0.0583137723751506,0.010765196180576,0.177309216727193,IVW
0.1,1,CX3CL1,58,0.00871348709657292,0.0302669654972265,-0.0506086751993075,0.0680356493924534,0.773432702157684,PCA_0.90
0.1,1,CX3CL1,58,-0.0108536830301528,0.0182520543923066,-0.0466270522829398,0.0249196862226341,0.552073828230096,PCA_0.99
0.1,1,CX3CL1,58,0.0328558726921243,0.026760355685727,-0.0195934606653822,0.0853052060496309,0.219528959460375,MR_Egger
0.1,1,CX3CL1,58,-0.00877621473123039,0.0033537268944101,-0.0153493986582575,-0.00220303080420323,0.00887442057447374,EggerInt
0.1,0.01,CX3CL1,24,-0.0168873018385475,0.0194654183935723,-0.0550388208339528,0.0212642171568578,0.385638530891845,IVW
0.1,0.01,CX3CL1,24,0.0103405237178828,0.0296905087575563,-0.0478518041295986,0.0685328515653643,0.727632104534168,PCA_0.90
0.1,0.01,CX3CL1,24,-0.00667709898511339,0.0181594699500596,-0.0422690060655675,0.0289148080953408,0.713102612352578,PCA_0.99
0.1,0.01,CX3CL1,24,0.000475735211511581,0.0510970225194452,-0.0996725886438331,0.100624059066856,0.992571459593915,MR_Egger
0.1,0.01,CX3CL1,24,-0.00267045465122754,0.00735539834151146,-0.0170867704925356,0.0117458611900806,0.7165596854349,EggerInt
0.1,0.001,CX3CL1,19,-0.0121788821718994,0.0209732668601086,-0.0532857298558596,0.0289279655120609,0.56145210758469,IVW
0.1,0.001,CX3CL1,19,0.0120619228571975,0.0283550165770569,-0.0435128884148702,0.0676367341292653,0.670552848200161,PCA_0.90
0.1,0.001,CX3CL1,19,-0.0088143930885314,0.0181495496579766,-0.0443868567537867,0.0267580705767239,0.627212827448455,PCA_0.99
